Restaurant ID,Restaurant,Address,Locality,Cuisines,Average Cost for two,Rating,Rating text,Votes
18481294,Krishna Juice & Shakes Corner,"F137/3, Near Hanuman Mandir, Gautam Nagar, Green Park, New Delhi",Green Park,Juices,100,1,Not rated,0
18354330,Momolicious,"H 12 B, Green Park, New Delhi",Green Park,Fast Food,200,1,Not rated,0
304230,Pastry Palace,"S-14/A, Main Market, Green Park, New Delhi",Green Park,Bakery,500,1,Not rated,2
18372315,South Gate,"C-18, Green Park, New Delhi",Green Park,"North Indian, Chinese",850,1,Not rated,1
18430894,Sweet Bakes,"U-30, Green Park, New Delhi",Green Park,"Bakery, Desserts",550,1,Not rated,0
18250897,Sweet Sensations,"H-34, Green Park Extension, Green Park, New Delhi",Green Park,Bakery,300,1,Not rated,0
18261052,The Pirates Of China Town,"9 A Gautam Nagar, Green Park, New Delhi",Green Park,Chinese,350,1,Not rated,3
3468,Hot n Hot,"Opposite Aurobindo Shopping Complex, Green Park, New Delhi",Green Park,"Chinese, Fast Food",450,2,Poor,23
18463949,Feng Shuii,"2nd & 3rd Floor, S-27, Green Park, New Delhi",Green Park,"Thai, Chinese",1200,4,Very Good,31
310949,Bikaner Sweets,"Outram Lane, Kingway Camp, GTB Nagar, New Delhi",GTB Nagar,"Mithai, Street Food, Fast Food",250,3,Average,10
18356808,Coalition Cafe,"2530, 3rd Floor, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,Cafe,800,3,Average,34
18361758,Keventers,"10, Edward Line, Kingsway Camp, Near GTB Nagar Metro Station, GTB Nagar, New Delhi",GTB Nagar,Beverages,400,3,Average,5
312755,Mid Night Khana,"GTB Nagar, New Delhi",GTB Nagar,"North Indian, Fast Food",400,3,Average,30
18241525,Ministry of Cafe,"H-11/12, 1st Floor, Opposite Nirankari Jewellers, Above Yes Bank, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Chinese, Continental, Italian",1000,3,Average,79
313492,Officer's Kitchen,"Shop 278, A Block, Gandhi Vihar, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Chinese",300,3,Average,27
18472658,Oh Boy Lounge,"2527, Hudson Lane, 2nd Floor & Terrace, Delhi University, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Chinese, Continental",1000,3,Average,5
18418248,Sahni's Fish Corner,"Shop 333, Bhai Parmanand Colony, GTB Nagar, New Delhi",GTB Nagar,North Indian,450,3,Average,6
18427869,Sardar A Pure Meat Shop,"1612, Outram Line. Kingsway Camp, Dr. UP Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,"Raw Meats, Fast Food, North Indian",150,3,Average,5
310948,Singh Mutton & Chicken Shop,"45, Outram Line, Kingway Camp, GTB Nagar, New Delhi",GTB Nagar,"Raw Meats, Fast Food",300,3,Average,4
18463997,The Mashup,"2528, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University, GTB Nagar, New Delhi",GTB Nagar,Fast Food,1100,3,Average,12
18337898,Vaishnu Bhojanalaya,"168 A, Pocket E, Opposite Pooja Prak, LIG Flats, GTB Nagar, New Delhi",GTB Nagar,North Indian,150,3,Average,13
18427234,Central Perk,"2510, 1st Floor, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"Cafe, Chinese, Italian",500,4,Good,82
18382697,Diet Dabba,"Shop 15, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"Healthy Food, Juices, Salad",250,4,Good,37
18400720,Mama's Buoi,"3rd Floor, 2624, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Continental, Italian",1000,4,Good,373
3363,New Vikrant Restaurant,"119, Mall Road, Main Chowk, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Mughlai, Chinese",550,4,Good,90
310592,The Vintage Avenue,"2516, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Chinese, Continental, Italian",800,4,Good,1439
18455511,Apna Punjabi Zayka,"Shop No. 10/1, Vishal Market, Near West Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,North Indian,500,1,Not rated,1
18361763,Best Biryani Centre,"Shop 9, Mall Road, Near GTB Nagar Metro Station, GTB Nagar, New Delhi",GTB Nagar,Biryani,350,1,Not rated,0
18124350,Delhi Chaat Bhandar,"Parmanand Chowk, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,"Fast Food, Chinese",150,1,Not rated,1
18408045,Encounter,"22, 1st Floor, Hudson lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Finger Food",800,1,Not rated,1
18455515,Flavour's,"1616, Outram Lane, Opposite Nulife Hospital, GTB Nagar, New Delhi",GTB Nagar,Fast Food,200,1,Not rated,1
18489838,Food Adda,"Shop 2, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Italian, Chinese",200,1,Not rated,1
18441835,Friends Fast Food,"Shop 27, DDA Market, Hudson Lane, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"Chinese, Fast Food",300,1,Not rated,2
18361202,Hot & Pot,"Near DTC Bus Pass Section, Timar Pur Chowk, GTB Nagar, New Delhi",GTB Nagar,"Chinese, Fast Food",250,1,Not rated,1
18463978,Lucky Corner Shop,"2418, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,Fast Food,200,1,Not rated,0
18124389,Mahesh Shudh Vaishno Bhojanalya,"Near GTB Metro Station, Delhi University, GTB Nagar, New Delhi",GTB Nagar,North Indian,100,1,Not rated,0
18492048,Piper's & Grill - The Night Chef,"GTB Nagar, New Delhi",GTB Nagar,"North Indian, Chinese, Continental",500,1,Not rated,0
18463985,RAM-G Samose Wale,"C-16, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,Street Food,100,1,Not rated,0
18124352,Shubham Vaishno Bhojanalya,"12 D, Dhaka Village, Main Road, Delhi University, GTB Nagar, New Delhi",GTB Nagar,North Indian,100,1,Not rated,1
9442,Shudh Vaishno Bhojanalaya,"Shop 104, Near Metro Station Gate 3, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,North Indian,200,1,Not rated,1
18361755,Shudh Vaishno Dhaba,"Near Indra Band, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,North Indian,200,1,Not rated,0
18455513,Singh Chicken,"Shop 1, Plot 7 & 8, Vishal Market, West Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Mughlai",500,1,Not rated,0
18481309,Spezia Deliveries,"Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"North Indian, Continental, Chinese",900,1,Not rated,2
18499482,TAG,"Near GTB Nagar metro station, GTB Nagar, New Delhi",GTB Nagar,"Cafe, Continental, Chinese",500,1,Not rated,0
18446394,UFO,"GTB Nagar, New Delhi",GTB Nagar,"Fast Food, Street Food, Beverages",500,1,Not rated,2
18431175,Urban Patty House,"Shop 13, DDA Market, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,Fast Food,200,1,Not rated,0
18375397,Big Yellow Door,"2521, 2nd Floor, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"Cafe, Fast Food, Italian",600,4,Very Good,214
6628,Amritsar Juction,"Opposite Amar Dev Public School, Near Vinayak Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese",450,3,Average,13
4079,Bawarchi,"236, Main Road, Opposite North Gate Orbit Plaza Mall, Part 3, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese",450,3,Average,32
9392,Bawarchi,"1, Local Shopping Complex, Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Mughlai",600,3,Average,35
9386,Bhogalji Bikaner Sweets,"A-353, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,Mithai,100,3,Average,6
312400,Bikanervala,"B-79, GT Karnal Road, Industrial Area, Gujranwala Town, New Delhi",Gujranwala Town,"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",550,3,Average,63
310982,Changezi Chicken,"G-1, Vardhman Royal Plaza, LSC, Deraval Nagar Part 1, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Mughlai",650,3,Average,42
9421,Giani's,"A-353, 7, Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Ice Cream, Desserts",400,3,Average,30
1147,Gola Northend,"Plot 5, Local Shopping Centre, Gujranwala Town, New Delhi",Gujranwala Town,"Mughlai, North Indian, Chinese",1300,3,Average,155
18057825,Kay's Chik-In,"G-3, Vardhman Royal Plaza, Gujranwala Town Part 1, Gujranwala Town , New Delhi",Gujranwala Town,North Indian,650,3,Average,7
18444811,Mr. Lobo,"Shop 1, Local Shopping Complex, Derawal Nagar,  Phase 4, Gujranwala Town, New Delhi",Gujranwala Town,"Chinese, Fast Food",400,3,Average,4
9366,Nut Khut Rasoi,"1, Near Gola Northend, Gujranwala Town, New Delhi",Gujranwala Town,Chinese,300,3,Average,30
18361754,Purani Delhi 6,"98/11, Badi Madjid, G.T. Karnal Road, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Mughlai",400,3,Average,4
18245254,Raahgiri,"G-6, Local Shopping Complex, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese",400,3,Average,10
18219524,Singh Dhaba,"Near Arya Bhatt College, G T Karnal Road, Industrial Area, Gujranwala Town, New Delhi",Gujranwala Town,North Indian,600,3,Average,4
305276,Sugar Boutique,"58, State Bank Colony, Near Part 2, Gujranwala Town, New Delhi",Gujranwala Town,Bakery,300,3,Average,11
312355,Zaika Amritsari,"G-6/7, Balaji Plaza, DDA Market, Gujranwala Town, New Delhi",Gujranwala Town,North Indian,400,3,Average,11
6599,Ashok Meat Wala,"B-180/2, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,Mughlai,500,4,Good,106
300022,Baker's Stop,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Bakery, Desserts, Fast Food",350,4,Good,170
6605,Nut Khat Caterers,"Near Vinayak Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"Fast Food, Street Food",300,4,Good,71
18034044,Penta Cafe,"663, Near Pentamed Hospital, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Fast Food, Italian",500,4,Good,24
300946,Penta Cafeteria,"Shop 6, Block 5, LSC Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,Fast Food,500,4,Good,95
18457090,Railway Yard,"B-36/11, GT Karnal Road Industrial Area, Near Nanak Piao Gurudwara, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese, Continental",300,4,Good,35
310409,Roti Aur Boti,"B-177, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,Fast Food,100,4,Good,18
307228,Sahni Fish Corner,"G2, Balaji Complex, Gujranwala Town, New Delhi",Gujranwala Town,Mughlai,300,4,Good,32
18464633,Aap Ki Khatir,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,North Indian,400,1,Not rated,0
18358668,Aggarwal Sweets,"A-199, Gujranwala Town, New Delhi",Gujranwala Town,"Street Food, Chinese",200,1,Not rated,1
18361743,Amul Ice-Cream Parlour,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",Gujranwala Town,Ice Cream,200,1,Not rated,0
18245285,Chaat King,"Shop 6 & 7, DDA Market, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"Street Food, Fast Food",300,1,Not rated,3
18364336,Cherry Berry,"State Bank Colony, Near Nanak Piau Gurudwara, GTK Road, Gujranwala Town, New Delhi",Gujranwala Town,"Bakery, Desserts",200,1,Not rated,0
18358207,Flavours Kitchen,"G-4, Local Shopping Complex, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese",500,1,Not rated,2
312357,Hook Up,"Shop 14, Pentamed Hospital Complex, LSC Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Continental",500,1,Not rated,1
18464627,Jnm Mama Mafia,"Shop G-7, Vardhman Royal Plaza, Local Shopping Complex, Deraval Nagar Part 1, Gujranwala Town, New Delhi",Gujranwala Town,Fast Food,200,1,Not rated,1
18431125,Kitchen199,"A-199, Part 1, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Chinese",600,1,Not rated,1
18361741,Noddy's,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",Gujranwala Town,"Beverages, Desserts",100,1,Not rated,0
18464621,Om Ji Bhature Wale,"G-6, Vardhman Royal Complex, Part 1, Gujranwala Town, New Delhi",Gujranwala Town,Street Food,100,1,Not rated,0
18449634,Peshawari Mehel,"Shop 4, Plot 10, LSC, Derawala Nagar, Near Pentamid Hospital, Gujranwala Town, New Delhi",Gujranwala Town,North Indian,400,1,Not rated,0
18361745,Republic of Chicken,"251, Gujrawalan Town 3, Gujranwala Town, New Delhi",Gujranwala Town,"Raw Meats, Fast Food",400,1,Not rated,1
18124390,Shri Radhe,"A-199, Gujranwala Town Part 1, Gujranwala Town, New Delhi",Gujranwala Town,North Indian,250,1,Not rated,3
18464637,Spices Affair,"G-7, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"North Indian, Mughlai",600,1,Not rated,0
5897,34 Parkstreet Lane,"DDA Market,Kala Sarai, Hauz Khas, New Delhi",Hauz Khas,Fast Food,250,3,Average,27
18381236,Al Forno by Aishwarya,"Gulmohar Park, Hauz Khas, New Delhi",Hauz Khas,"Bakery, Desserts",800,3,Average,17
18416840,Bakingo,"Shop 8, Plot 1, Kaushalya Park, Hauz Khas, New Delhi",Hauz Khas,Bakery,300,3,Average,11
18222563,Bandstand,"214, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",Hauz Khas,"European, Continental",1700,3,Average,339
18449796,Big Fat Sandwich,"A-15A Front, Hauz Khas, New Delhi",Hauz Khas,American,800,3,Average,21
18471243,Blue Tokai Coffee Roasters,"A-15A Front, Hauz Khas, New Delhi",Hauz Khas,Cafe,350,3,Average,10
652,Cafe Coffee Day - The Lounge,"E-29, Main Market, Hauz Khas, New Delhi",Hauz Khas,Cafe,750,3,Average,76
9841,Cakes & Bakes,"Block E-1, Ground Floor, Near Hauz Khas Police Station, Hauz Khas, New Delhi",Hauz Khas,"Bakery, Fast Food",250,3,Average,6
313482,Captain Grub,"Hauz Khas, New Delhi",Hauz Khas,"American, Fast Food",1000,3,Average,61
308599,Chaat Corner,"Shop 6, Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,Street Food,100,3,Average,12
807,Cosy Restaurant,"B-1/30, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Mughlai, Chinese",1100,3,Average,195
18423871,Food Refill,"472, Hardevpuri , Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,Chinese,300,3,Average,23
308188,Ganesh Anna South Indian Food Corner,"Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,South Indian,150,3,Average,8
3156,Giani,"B-1/30, Ground Floor, Opposite Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Ice Cream, Desserts",400,3,Average,65
306319,Gravies,"Adjacent Main Market, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Biryani, Mughlai",700,3,Average,157
311033,Green Chick Chop,"56, Kalu Sarai, Opposite IIT Gate, Near Azad Apatments, Hauz Khas, New Delhi",Hauz Khas,"Raw Meats, North Indian, Fast Food",350,3,Average,12
4250,Grub Pub,"E-11, Hauz Khas Main Market, Hauz Khas, New Delhi",Hauz Khas,Chinese,1000,3,Average,180
300607,Handi Masala Restaurant,"101, DDA Shopping Complex, Vijay Mandal, Near Metro Satation, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Chinese, Mughlai",500,3,Average,16
301325,Himalaya Dhaba,"122 A-10,Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,400,3,Average,21
308277,Hot & Hot,"Opposite Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,"Chinese, Fast Food",350,3,Average,10
301328,Hot Box,"F-130/2, Gautam Nagar, Near, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Continental, Fast Food",500,3,Average,114
18313482,Indrani's Kitchen,"D 74, Hauz Khas, New Delhi",Hauz Khas,Bengali,800,3,Average,13
18287406,Kallu Hot Zaika,"G-11, Hauz Khas, New Delhi",Hauz Khas,Mughlai,800,3,Average,8
18354624,Kathi Roll Corner 44,"Hauz Khas Market Road, Opposite NIFT, Hauz Khas, New Delhi",Hauz Khas,Fast Food,250,3,Average,4
307025,Mama Dhaba,"D-137, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,North Indian,150,3,Average,8
18469980,Miam,"A-15A Front, Hauz Khas, New Delhi",Hauz Khas,"Bakery, Desserts",800,3,Average,8
309593,Momos House,"G-130, Sudarshan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,Chinese,350,3,Average,32
18252376,Nirula's Ice Cream,"Surya Mansion 1, Kaushalya Park, Hauz Khas, New Delhi",Hauz Khas,"Ice Cream, Desserts",300,3,Average,9
312809,Overdose,"27 C/3, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Mughlai, Chinese",600,3,Average,10
304546,Punjabi Chaap Corner,"D-137, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,350,3,Average,21
301327,Punjabi Tadka,"Shop 2, 117/1, Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Chinese",500,3,Average,21
303170,Rapti Chinese Food,"Shop 27, C/4, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,Chinese,500,3,Average,35
306658,Riyaz Chicken Corner,"Shop 137, Block D, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Biryani, North Indian",250,3,Average,74
300564,Sharda Pastry Shop,"E 23, Hauz Khas, New Delhi",Hauz Khas,"Bakery, Desserts, Fast Food",150,3,Average,25
5630,Southy,"15, Koushalya Park, Hauz Khas, New Delhi",Hauz Khas,South Indian,450,3,Average,175
306511,Spicy,"117/1, Shop 3, Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Chinese, Fast Food",500,3,Average,13
306247,Subway,"E-25A, Hauz Khas Market, Hauz Khas, New Delhi",Hauz Khas,"American, Fast Food, Salad, Healthy Food",500,3,Average,87
18245263,The Foodie Cafe,"DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",Hauz Khas,"Chinese, Fast Food",250,3,Average,19
305040,Uncle's Kabab Point,"103-A/1, Sudershan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Fast Food, North Indian",350,3,Average,59
673,Wimpy,"31, Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Fast Food, Burger",350,3,Average,220
304542,Zaika,"27-A/1, Opposite Central Park, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Mughlai, Chinese",350,3,Average,26
18349919,Natural Ice Cream,"G-1, Ground Floor, Opposite Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,Ice Cream,150,5,Excellent,67
4251,Cafe 6,"D-6, Ground Floor, Hauz Khas, New Delhi",Hauz Khas,"Cafe, Fast Food, North Indian",500,4,Good,406
305736,Cafe Coffee Day,"Near Main Building, IIT, Hauz Khas, New Delhi",Hauz Khas,Cafe,450,4,Good,35
308257,Dzukou Tribal Kitchen,"E-22, 3rd Floor, Main Market, Hauz Khas, New Delhi",Hauz Khas,Naga,1300,4,Good,145
18359259,Havmor Ice Cream,"G-1, Opposite Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,Ice Cream,200,4,Good,30
18335682,Lost in Frost,"Hauz Khas, New Delhi",Hauz Khas,Bakery,600,4,Good,18
303716,Pink Box,"B-1/30, Near Aurobindo Marg, Hauz Khas, New Delhi",Hauz Khas,"Bakery, Desserts",300,4,Good,243
18430873,Potet,"The Junction, CSC Complex, Green Park Main Road, Hauz Khas, New Delhi",Hauz Khas,"Fast Food, Beverages",300,4,Good,23
18440414,Root'd,"216, A/1, Gulmohar Park Main Road, Near Father Agnel School, Gulmohar Park, Hauz Khas, New Delhi",Hauz Khas,"Continental, Cafe",1000,4,Good,18
5267,South Cafe,"125-A, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,South Indian,350,4,Good,95
310259,Sri Balaji,"117/2, Shop 2 & 3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, Hauz Khas, New Delhi",Hauz Khas,"South Indian, Chinese",300,4,Good,65
18402768,Thalaivar,"E-25 A, Main Market, Hauz Khas, New Delhi",Hauz Khas,"South Indian, Kerala",800,4,Good,49
18418258,The Junction,"CSC Complex, Opposite Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Continental, Asian, Italian",1200,4,Good,93
18427205,34 Park Street Lane,"63, Kalu Sarai, Opposite Bansal Tutorials, Hauz Khas, New Delhi",Hauz Khas,Fast Food,200,1,Not rated,1
18472618,Adda The Spice Affair,"117/2, Sudarshan Road, Gautam Nagar, Near Hauz Khas, Hauz Khas, New Delhi",Hauz Khas,"North Indian, Chinese",500,1,Not rated,0
18424902,All About Food,"E 137 , Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,100,1,Not rated,0
18427209,Bombay Pao Bhaji,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi",Hauz Khas,Street Food,200,1,Not rated,1
18336472,Brown House Cafe,"117/3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,"Chinese, North Indian",250,1,Not rated,0
18163900,Chinese Hutt,"F-137/2 Ground Floor, Left Side Gulmohar Park Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Chinese, Fast Food",400,1,Not rated,3
18425757,Desi Tadka,"F 137/2, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,200,1,Not rated,0
18427218,Food Daddy,"44 A/2, Kalu Sarai, Hauz Khas, New Delhi",Hauz Khas,North Indian,300,1,Not rated,1
18352684,Front Food Corner,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi",Hauz Khas,North Indian,50,1,Not rated,0
18423135,Gupta's Vegetarian Paradise,"107 A, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,500,1,Not rated,1
18472605,Hot Kathi Roll,"Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,Fast Food,250,1,Not rated,0
18224537,House Of Chocolate,"Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Desserts, Bakery",500,1,Not rated,2
18494204,Jaisons,"118/14, Gurukul Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Fast Food, Street Food",150,1,Not rated,1
18425738,Sher -E- Punjab,"Shop 3, Main Road Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,North Indian,350,1,Not rated,0
18418229,Shi Cafe,"24/3, Hauz Khas Village, Hauz Khas, New Delhi",Hauz Khas,"Cafe, Mexican, Continental",1000,1,Not rated,0
18425748,Sri Balaji,"9 A, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"South Indian, Chinese",300,1,Not rated,2
18287398,Zaika Kathi Roll,"137, Gautam Nagar Nala, Near Hauz Khas, Hauz Khas, New Delhi",Hauz Khas,Fast Food,300,1,Not rated,3
18436439,Cravity ,"A-15A/1, Hauz Khas, New Delhi",Hauz Khas,"Desserts, Fast Food",350,4,Very Good,55
18365575,Little Saigon,"E-16, Main Market, Hauz Khas, New Delhi",Hauz Khas,Vietnamese,1000,4,Very Good,83
